,Orden de Satélite,Num OS,Estado,Satélite Procesos,Valor Unitario,Cantidad,Producto,SubTotal,Orden de Produccion,Proveedor,Orden Satélite PDF,Fecha Entrega a Satélite,Fecha Promesa a Molt,Ficha Técnica Producto,Orden de Producción Det,Creado por,Cliente,Id.,Costeo
11838,OS-0009423-4473-1,9423,En Proceso,Confección,14500.0,25.0,CHAQUETA SPORT,362500.0,OP-MOLT Proyectos 0004473,KAREN ROJAS PINZON,,16/03/2023,17/03/2023,WhatsApp Image 2023-03-13 at 1.38.48 PM.jpeg,4473-1,Julio Riaño,AECSA,40249966,COS-0006393 (Costeo)
11839,OS-0009422-4456-7,9422,Finalizado,Corte y Confeccion,8200.0,71.0,OXFORD,582200.0,OP-Masser SAS - Terpel 0004456,SAMOATEX SAS,,16/03/2023,17/03/2023,FT Camisa Azúl Altoque (Hom y Muj) - Molt SAS.pdf,4456-7,Julio Riaño,Masser SAS - Terpel,40248888,COS-0006472 (Costeo)
11840,OS-0009421-4456-6,9421,Creado,Paquete Completo Sin Marca,800.0,1.0,Correa,800.0,OP-Masser SAS - Terpel 0004456,,,16/03/2023,17/03/2023,FT Reata.png,4456-6,Julio Riaño,Masser SAS - Terpel,40248884,COS-0006472 (Costeo)
11841,OS-0009420-4456-5,9420,Creado,Corte y Confeccion,2600.0,1.0,Camiseta polo,2600.0,OP-Masser SAS - Terpel 0004456,,,16/03/2023,17/03/2023,FT Polo Azúl Altoque (Hom y Muj) - Molt SAS.pdf,4456-5,Julio Riaño,Masser SAS - Terpel,40248867,COS-0006472 (Costeo)
11842,OS-0009419-4456-4,9419,Creado,Corte y Confeccion,2600.0,1.0,Camiseta polo,2600.0,OP-Masser SAS - Terpel 0004456,,,16/03/2023,17/03/2023,FT Polo Blanca Altoque (Hom y Muj) - Molt SAS.pdf,4456-4,Julio Riaño,Masser SAS - Terpel,40248852,COS-0006472 (Costeo)
11843,OS-0009418-4456-3,9418,Finalizado,Corte y Confeccion,2600.0,100.0,Delantal clasico,260000.0,OP-Masser SAS - Terpel 0004456,CASAVI,,16/03/2023,17/03/2023,FT Delantal Altoque (Unisex) - Molt SAS.pdf,4456-3,Julio Riaño,Masser SAS - Terpel,40248848,COS-0006472 (Costeo)
11844,OS-0009417-4456-2,9417,Finalizado,Confección,8000.0,124.0,Pantalón dotación,992000.0,OP-Masser SAS - Terpel 0004456,NELSON BERMUDEZ SOGAMOSO,,16/03/2023,17/03/2023,FT Pantalón Altoque (Hom y Muj) - Molt SAS.pdf,4456-2,Julio Riaño,Masser SAS - Terpel,40248827,COS-0006472 (Costeo)
11845,OS-0009416-4456-1,9416,Finalizado,Bordado,1950.0,56.0,Gorra Curva,109200.0,OP-Masser SAS - Terpel 0004456,NOHEMI TINJACA REYES,,16/03/2023,17/03/2023,FT Gorra Altoque (unisex) - Molt SAS.pdf,4456-1,Julio Riaño,Masser SAS - Terpel,40248824,COS-0006472 (Costeo)
11846,OS-0009415-4441-3,9415,Finalizado,Corte y Confeccion,4000.0,1.0,CONJUNTO ANTIFLUIDO,4000.0,OP-HEEL 0004441,SEIIO,,16/03/2023,17/03/2023,Captura de Pantalla 2023-03-01 a la(s) 9.07.32 p. m..png,4441-3,Julio Riaño,HEEL,40246661,COS-0006440 (Costeo)
11847,OS-0009414-4440-2,9414,Finalizado,Confección,6500.0,10.0,SACO CUELLO CERRADO,65000.0,OP-Puntopay 0004440,DORA HERNÁNDEZ,,15/03/2023,16/03/2023,VECI - Cuello Redondo.jpeg,4440-2,Julio Riaño,Puntopay,40229348,COS-0006411 (Costeo)
11848,OS-0009413-4440-1,9413,Finalizado,Confección,6500.0,20.0,Saco Cerrado,130000.0,OP-Puntopay 0004440,DORA HERNÁNDEZ,,15/03/2023,16/03/2023,FT 50001 _ VECI HODDIE CERRADO.pdf,4440-1,Julio Riaño,Puntopay,40229341,COS-0006411 (Costeo)
11849,OS-0009412-4381-2,9412,Finalizado,Confección,3000.0,105.0,T-SHIRT MANGA CORTA,315000.0,OP-FOREST 0004381,FERNANDO CUESTA,,15/03/2023,16/03/2023,FT_camiseta (1).pdf,4381-2,Julio Riaño,FOREST,40228832,COS-0006256 (Costeo)
11850,OS-0009411-4381-1,9411,Finalizado,Confección,3000.0,105.0,T-SHIRT MANGA CORTA,315000.0,OP-FOREST 0004381,FERNANDO CUESTA,,15/03/2023,16/03/2023,FT_camiseta (1).pdf,4381-1,Julio Riaño,FOREST,40228825,COS-0006256 (Costeo)
11851,OS-0009410-4398-1,9410,Finalizado,Corte y Confeccion,25000.0,3.0,HODDIE CERRADO,75000.0,OP-BAVARIA S.A. 0004398,FERNANDO CUESTA,,15/03/2023,16/03/2023,Captura de Pantalla 2023-02-15 a la(s) 9.20.27 p. m..png,4398-1,Julio Riaño,BAVARIA S.A.,40228381,COS-0006314 (Costeo)
11852,OS-0009409-4227-3,9409,Finalizado,Estampado,3200.0,32.0,Chaqueta Sport,102400.0,OP-Liberty Seguros S.A. 0004227,Wilson Camilo Roncancio,,15/03/2023,16/03/2023,106003 FT. CHAQUETA AZUL LIBERTY HOMBRE.pdf,4227-3,Julio Riaño,Liberty Seguros S.A.,40228311,COS-0004838 (Costeo)
11853,OS-0009408-4430-2,9408,Finalizado,Bordado,1100.0,154.0,Pantalón dotación,169400.0,OP-Masser SAS - Terpel 0004430,JHON MONROY GIRALDO,,15/03/2023,16/03/2023,FT Pantalón Altoque (Hom y Muj) - Molt SAS.pdf,4430-2,Julio Riaño,Masser SAS - Terpel,40226694,COS-0006415 (Costeo)
11854,OS-0009407-4430-1,9407,Finalizado,Corte y Confeccion,5700.0,876.0,Gorra Curva,4993200.0,OP-Masser SAS - Terpel 0004430,DAVID EDUARDO VERA,,15/03/2023,16/03/2023,FT Gorra Altoque (unisex) - Molt SAS.pdf,4430-1,Julio Riaño,Masser SAS - Terpel,40222813,COS-0006415 (Costeo)
11855,OS-0009406-4430-5,9406,Finalizado,Estampado,1200.0,818.0,Camiseta polo,981600.0,OP-Masser SAS - Terpel 0004430,DESIGNS AND PRINTS GAV S.A.S,,15/03/2023,16/03/2023,FT Polo Azúl Altoque (Hom y Muj) - Molt SAS.pdf,4430-5,Julio Riaño,Masser SAS - Terpel,40222705,COS-0006415 (Costeo)
11856,OS-0009405-4430-5,9405,Finalizado,Corte y Confeccion,2900.0,818.0,Camiseta polo,2372200.0,OP-Masser SAS - Terpel 0004430,HOPE JEAN´S SAS,,15/03/2023,16/03/2023,FT Polo Azúl Altoque (Hom y Muj) - Molt SAS.pdf,4430-5,Julio Riaño,Masser SAS - Terpel,40222694,COS-0006415 (Costeo)
11857,OS-0009404-4430-5,9404,Finalizado,Bordado,1100.0,636.0,Camiseta polo,699600.0,OP-Masser SAS - Terpel 0004430,NOHEMI TINJACA REYES,,15/03/2023,16/03/2023,FT Polo Azúl Altoque (Hom y Muj) - Molt SAS.pdf,4430-5,Julio Riaño,Masser SAS - Terpel,40222680,COS-0006415 (Costeo)
11858,OS-0009403-4430-2,9403,En Proceso,Bordado,1100.0,886.0,Pantalón dotación,974600.0,OP-Masser SAS - Terpel 0004430,NOHEMI TINJACA REYES,,15/03/2023,16/03/2023,FT Pantalón Altoque (Hom y Muj) - Molt SAS.pdf,4430-2,Julio Riaño,Masser SAS - Terpel,40222662,COS-0006415 (Costeo)
11859,OS-0009402-4430-5,9402,Finalizado,Bordado,1100.0,63.0,Camiseta polo,69300.0,OP-Masser SAS - Terpel 0004430,NOHEMI TINJACA REYES,,15/03/2023,16/03/2023,FT Polo Azúl Altoque (Hom y Muj) - Molt SAS.pdf,4430-5,Julio Riaño,Masser SAS - Terpel,40222625,COS-0006415 (Costeo)
11860,OS-0009401-4430-4,9401,Finalizado,Bordado,1100.0,58.0,Camiseta polo,63800.0,OP-Masser SAS - Terpel 0004430,NOHEMI TINJACA REYES,,15/03/2023,16/03/2023,FT Polo Blanca Altoque (Hom y Muj) - Molt SAS.pdf,4430-4,Julio Riaño,Masser SAS - Terpel,40222614,COS-0006415 (Costeo)
11861,OS-0009399-4430-1,9399,Finalizado,Corte y Confeccion,4900.0,60.0,Gorra Curva,294000.0,OP-Masser SAS - Terpel 0004430,DAVID EDUARDO VERA,,15/03/2023,16/03/2023,FT Gorra Altoque (unisex) - Molt SAS.pdf,4430-1,Julio Riaño,Masser SAS - Terpel,40222596,COS-0006415 (Costeo)
11862,OS-0009398-4395-1,9398,Finalizado,Confección,11000.0,50.0,GON003 GORRA NACIONAL,550000.0,OP-Boutique de las Carnes 0004395,DAVID EDUARDO VERA,,15/03/2023,16/03/2023,Captura de Pantalla 2023-02-14 a la(s) 12.17.43 p. m..png,4395-1,Julio Riaño,Boutique de las Carnes,40222441,COS-0006308 (Costeo)
11863,OS-0009397-4431-3,9397,En Proceso,Corte y Confeccion,3200.0,402.0,Camiseta polo,1286400.0,OP-Organización Terpel SA (Terpel) 0004431,HOPE JEAN´S SAS,,14/03/2023,15/03/2023,gazel.pdf,4431-3,Julio Riaño,Organización Terpel SA (Terpel),40209604,COS-0003237 (Costeo)
11864,OS-0009396-4431-2,9396,En Proceso,Corte y Confeccion,2900.0,20.0,Camiseta polo,58000.0,OP-Organización Terpel SA (Terpel) 0004431,HOPE JEAN´S SAS,,14/03/2023,15/03/2023,FT_gorra+polo (1).pdf,4431-2,Julio Riaño,Organización Terpel SA (Terpel),40209598,COS-0003237 (Costeo)
11865,OS-0009395-4441-3,9395,Finalizado,Bordado,3000.0,8.0,CONJUNTO ANTIFLUIDO,24000.0,OP-HEEL 0004441,JHON MONROY GIRALDO,,14/03/2023,15/03/2023,Captura de Pantalla 2023-03-01 a la(s) 9.07.32 p. m..png,4441-3,Julio Riaño,HEEL,40207221,COS-0006440 (Costeo)
11866,OS-0009394-4441-2,9394,Finalizado,Bordado,3200.0,8.0,CONJUNTO ANTIFLUIDO,25600.0,OP-HEEL 0004441,NOHEMI TINJACA REYES,,14/03/2023,15/03/2023,Captura de Pantalla 2023-03-01 a la(s) 9.07.32 p. m..png,4441-2,Julio Riaño,HEEL,40207205,COS-0006440 (Costeo)
11867,OS-0009393-4441-1,9393,Finalizado,Bordado,3200.0,6.0,CONJUNTO ANTIFLUIDO,19200.0,OP-HEEL 0004441,JHON MONROY GIRALDO,,14/03/2023,15/03/2023,Captura de Pantalla 2023-03-01 a la(s) 9.07.32 p. m..png,4441-1,Julio Riaño,HEEL,40207200,COS-0006440 (Costeo)
11868,OS-0009392-4390-1,9392,Finalizado,Confección,8200.0,6.0,OXFORD,49200.0,OP-IPM 0004390,SAMOATEX SAS,,14/03/2023,15/03/2023,FT 1025 - CAMISA OXFORD REFLECIVA (2).pdf,4390-1,Julio Riaño,IPM,40207097,COS-0006299 (Costeo)
11869,OS-0009391-4469-1,9391,En Proceso,Bordado,26000.0,1.0,CAMISA MANGA LARGA,31000.0,OP-Mercadeo Efectivo 0004469,JHON MONROY GIRALDO,,14/03/2023,15/03/2023,,4469-1,Julio Riaño,Mercadeo Efectivo,40203763,COS-0006501 (Costeo)
11870,OS-0009390-4380-3,9390,Finalizado,Confección,10500.0,50.0,CHALECO REFLECTIVO,525000.0,OP-Clicoh 0004380,YEISY VIVIANA RAMIREZ,,13/03/2023,14/03/2023,105005 FT. CHALECO NEGRO CLIC OH (1).pdf,4380-3,Julio Riaño,Clicoh,40196670,COS-0006232 (Costeo)
11871,OS-0009389-4199-16,9389,Finalizado,Bordado,1500.0,33.0,CAJ027-ZX VENTURE VISTA COROBA CAMISA JEAN VISTA CORONA,49500.0,OP-ZX VENTURE COLOMBIA SAS 0004199,NOHEMI TINJACA REYES,,13/03/2023,14/03/2023,FT_ Camisa Hombre Jean Paraiso urbano vist Corona.pdf,4199-16,Julio Riaño,ZX VENTURE COLOMBIA SAS,40196640,COS-0003928 (Costeo)
11872,OS-0009388-4399-1,9388,Finalizado,Bordado,3000.0,202.0,HODDIE CERRADO,606000.0,OP-HEEL 0004399,NOHEMI TINJACA REYES,,13/03/2023,14/03/2023,Hoodie HEEL Confirmar.jpeg,4399-1,Julio Riaño,HEEL,40196635,COS-0006297 (Costeo)
11873,OS-0009387-4457-1,9387,Finalizado,Confección,12500.0,66.0,CHAQUETA SPORT,825000.0,OP-KIA 0004457,KAREN ROJAS PINZON,,13/03/2023,14/03/2023,106004 FT_ CHAQUETA NEGRO KIA CABALLERO.pdf,4457-1,Julio Riaño,KIA,40196451,COS-0006480 (Costeo)
11874,OS-0009386-4430-7,9386,Creado,,,,Michelin,,OP-Masser SAS - Terpel 0004430,,,13/03/2023,14/03/2023,FT Chaqueta Roja Altoque (Hom y Muj) - Molt SAS.pdf,4430-7,Julio Riaño,Masser SAS - Terpel,40193297,COS-0006415 (Costeo)
11875,OS-0009385-4430-6,9385,Finalizado,Corte y Confeccion,8200.0,36.0,OXFORD,295200.0,OP-Masser SAS - Terpel 0004430,SAMOATEX SAS,,13/03/2023,14/03/2023,FT Camisa Azúl Altoque (Hom y Muj) - Molt SAS.pdf,4430-6,Julio Riaño,Masser SAS - Terpel,40193290,COS-0006415 (Costeo)
11876,OS-0009382-4430-3,9382,Finalizado,Corte y Confeccion,2600.0,50.0,Delantal clasico,130000.0,OP-Masser SAS - Terpel 0004430,CASAVI,,13/03/2023,14/03/2023,FT Delantal Altoque (Unisex) - Molt SAS.pdf,4430-3,Julio Riaño,Masser SAS - Terpel,40193263,COS-0006415 (Costeo)
11877,OS-0009380-4430-1,9380,Creado,,,,Gorra Curva,,OP-Masser SAS - Terpel 0004430,,,13/03/2023,14/03/2023,FT Gorra Altoque (unisex) - Molt SAS.pdf,4430-1,Julio Riaño,Masser SAS - Terpel,40193244,COS-0006415 (Costeo)
11878,OS-0009379-4466-1,9379,Creado,Paquete Completo,47000.0,1.0,Bota Puntera,47000.0,OP-Clicoh 0004466,,,13/03/2023,14/03/2023,,4466-1,Julio Riaño,Clicoh,40191347,COS-0006495 (Costeo)
11879,OS-0009378-4455-9,9378,Creado,,,,Michelin,,OP-Masser SAS - Terpel 0004455,,,13/03/2023,14/03/2023,FT Chaqueta Roja Altoque (Hom y Muj) - Molt SAS.pdf,4455-9,Julio Riaño,Masser SAS - Terpel,40174497,COS-0006468 (Costeo)
11880,OS-0009377-4455-8,9377,Creado,,,,Michelin,,OP-Masser SAS - Terpel 0004455,,,13/03/2023,14/03/2023,FT Chaqueta Azúl Altoque (Hom y Muj) - Molt SAS.pdf,4455-8,Julio Riaño,Masser SAS - Terpel,40174493,COS-0006468 (Costeo)
11881,OS-0009376-4455-7,9376,Recibido Parcial,Corte y Confeccion,8200.0,24.0,OXFORD,196800.0,OP-Masser SAS - Terpel 0004455,SAMOATEX SAS,,13/03/2023,14/03/2023,FT Camisa Azúl Altoque (Hom y Muj) - Molt SAS.pdf,4455-7,Julio Riaño,Masser SAS - Terpel,40174478,COS-0006468 (Costeo)
11882,OS-0009375-4455-6,9375,Creado,Paquete Completo Sin Marca,800.0,1.0,Correa,800.0,OP-Masser SAS - Terpel 0004455,,,13/03/2023,14/03/2023,FT Reata.png,4455-6,Julio Riaño,Masser SAS - Terpel,40174469,COS-0006468 (Costeo)
11883,OS-0009374-4455-5,9374,Recibido Parcial,Estampado,1200.0,333.0,Camiseta polo,399600.0,OP-Masser SAS - Terpel 0004455,DESIGNS AND PRINTS GAV S.A.S,,13/03/2023,14/03/2023,FT Polo Azúl Altoque (Hom y Muj) - Molt SAS.pdf,4455-5,Julio Riaño,Masser SAS - Terpel,40174452,COS-0006468 (Costeo)
11884,OS-0009373-4455-4,9373,Recibido Parcial,Estampado,1200.0,446.0,Camiseta polo,535200.0,OP-Masser SAS - Terpel 0004455,DESIGNS AND PRINTS GAV S.A.S,,13/03/2023,14/03/2023,FT Polo Blanca Altoque (Hom y Muj) - Molt SAS.pdf,4455-4,Julio Riaño,Masser SAS - Terpel,40174438,COS-0006468 (Costeo)
11885,OS-0009372-4455-3,9372,Finalizado,Corte y Confeccion,5000.0,1225.0,Delantal clasico,6125000.0,OP-Masser SAS - Terpel 0004455,CASAVI,,13/03/2023,14/03/2023,FT Delantal Altoque (Unisex) - Molt SAS.pdf,4455-3,Julio Riaño,Masser SAS - Terpel,40174434,COS-0006468 (Costeo)
11886,OS-0009371-4455-2,9371,Finalizado,Confección,8000.0,1554.0,Pantalón dotación,12432000.0,OP-Masser SAS - Terpel 0004455,NELSON BERMUDEZ SOGAMOSO,,13/03/2023,14/03/2023,FT Pantalón Altoque (Hom y Muj) - Molt SAS.pdf,4455-2,Julio Riaño,Masser SAS - Terpel,40174411,COS-0006468 (Costeo)
11887,OS-0009370-4455-1,9370,Finalizado,Bordado,1950.0,825.0,Gorra Curva,1608750.0,OP-Masser SAS - Terpel 0004455,NOHEMI TINJACA REYES,,13/03/2023,14/03/2023,FT Gorra Altoque (unisex) - Molt SAS.pdf,4455-1,Julio Riaño,Masser SAS - Terpel,40174408,COS-0006468 (Costeo)
11888,OS-0009369-4397-1,9369,Finalizado,Bordado,1800.0,90.0,BLC106 BLUSA CHEF,162000.0,OP-Europastry Colombia SAS 0004397,JHON MONROY GIRALDO,,13/03/2023,14/03/2023,207007 FT. BATA CHEF BLANCA EUROPASTRY DAMA.pdf,4397-1,Julio Riaño,Europastry Colombia SAS,40174313,COS-0003339 (Costeo)
11889,OS-0009368-4399-2,9368,En Proceso,Bordado,3000.0,200.0,POLO MANGA CORTA,600000.0,OP-HEEL 0004399,JHON MONROY GIRALDO,,11/03/2023,12/03/2023,Polo Heel Confirmar.png,4399-2,Julio Riaño,HEEL,40161451,COS-0006297 (Costeo)
11890,OS-0009367-4458-1,9367,Creado,,,,CONJUNTO ANTIFLUIDO,,OP-MOLT Proyectos 0004458,JHON MONROY GIRALDO,,11/03/2023,12/03/2023,Captura de Pantalla 2023-03-06 a la(s) 5.45.43 p. m..png,4458-1,Julio Riaño,AECSA,40155838,COS-0006427 (Costeo)
11891,OS-0009366-4458-1,9366,Finalizado,Confección,11000.0,40.0,CONJUNTO ANTIFLUIDO,440000.0,OP-MOLT Proyectos 0004458,SAMOATEX SAS,,11/03/2023,12/03/2023,Captura de Pantalla 2023-03-06 a la(s) 5.45.43 p. m..png,4458-1,Julio Riaño,AECSA,40155828,COS-0006427 (Costeo)
11892,OS-0009365-4448-1,9365,Creado,Estampado,,1.0,POLO MANGA CORTA,0.0,OP-Organización Terpel SA (Terpel) 0004448,DESIGNS AND PRINTS GAV S.A.S,,11/03/2023,12/03/2023,WhatsApp Image 2023-03-03 at 1.13.10 PM.jpeg,4448-1,Julio Riaño,Organización Terpel SA (Terpel),40155824,COS-0006458 (Costeo)
11893,OS-0009364-4467-1,9364,Finalizado,Estampado,4200.0,150.0,SACO CUELLO CERRADO,630000.0,OP-Paramo 0004467,SEIIO,,11/03/2023,12/03/2023,104028 FT. SACO CUELLO REDONDO CRUDO PARAMO.pdf,4467-1,Julio Riaño,Paramo,40155815,COS-0006494 (Costeo)
11894,OS-0009363-4467-1,9363,Finalizado,Confección,6500.0,75.0,SACO CUELLO CERRADO,487500.0,OP-Paramo 0004467,FERNANDO CUESTA,,11/03/2023,12/03/2023,104028 FT. SACO CUELLO REDONDO CRUDO PARAMO.pdf,4467-1,Julio Riaño,Paramo,40155804,COS-0006494 (Costeo)
11895,OS-0009362-4467-1,9362,Finalizado,Confección,6500.0,70.0,SACO CUELLO CERRADO,455000.0,OP-Paramo 0004467,SAMOATEX SAS,,11/03/2023,12/03/2023,104028 FT. SACO CUELLO REDONDO CRUDO PARAMO.pdf,4467-1,Julio Riaño,Paramo,40155797,COS-0006494 (Costeo)
11896,OS-0009361-4435-31,9361,Finalizado,Confección,6000.0,46.0,PANTALON RESORTADO CABALLERO,276000.0,OP-Mr. Lee 0004435,GUILLERMO CADENA,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-31,Julio Riaño,Mr. Lee,40155117,COS-0006430 (Costeo)
11897,OS-0009360-4435-30,9360,Finalizado,Confección,6000.0,38.0,PANTALON RESORTADO CABALLERO,228000.0,OP-Mr. Lee 0004435,GUILLERMO CADENA,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-30,Julio Riaño,Mr. Lee,40155038,COS-0006430 (Costeo)
11898,OS-0009359-4435-29,9359,En Proceso,Confección,6700.0,51.0,CAMISA ANTIFLUIDO,341700.0,OP-Mr. Lee 0004435,SAMOATEX SAS,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-29,Julio Riaño,Mr. Lee,40155030,COS-0006430 (Costeo)
11899,OS-0009358-4435-28,9358,Creado,,,,PANTALON RESORTADO CABALLERO,,OP-Mr. Lee 0004435,,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-28,Julio Riaño,Mr. Lee,40155022,COS-0006430 (Costeo)
11900,OS-0009357-4435-27,9357,Finalizado,Confección,5000.0,29.0,PANTALON RESORTADO CABALLERO,145000.0,OP-Mr. Lee 0004435,JOSE MAECHA,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-27,Julio Riaño,Mr. Lee,40155014,COS-0006430 (Costeo)
11901,OS-0009356-4435-26,9356,En Proceso,Confección,6700.0,75.0,CAMISA ANTIFLUIDO,502500.0,OP-Mr. Lee 0004435,SAMOATEX SAS,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-26,Julio Riaño,Mr. Lee,40155006,COS-0006430 (Costeo)
11902,OS-0009355-4435-25,9355,Finalizado,Confección,6700.0,75.0,CAMISA ANTIFLUIDO,502500.0,OP-Mr. Lee 0004435,SAMOATEX SAS,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-25,Julio Riaño,Mr. Lee,40154998,COS-0006430 (Costeo)
11903,OS-0009354-4435-24,9354,Finalizado,Confección,5000.0,96.0,PANTALON RESORTADO CABALLERO,480000.0,OP-Mr. Lee 0004435,JOSE MAECHA,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-24,Julio Riaño,Mr. Lee,40154988,COS-0006430 (Costeo)
11904,OS-0009353-4435-23,9353,Finalizado,Corte y Confeccion,7000.0,40.0,DELANTAL TIPO PETO,280000.0,OP-Mr. Lee 0004435,CASAVI,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-23,Julio Riaño,Mr. Lee,40154985,COS-0006430 (Costeo)
11905,OS-0009352-4435-22,9352,Finalizado,Confección,5000.0,100.0,PANTALON RESORTADO CABALLERO,500000.0,OP-Mr. Lee 0004435,JOSE MAECHA,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-22,Julio Riaño,Mr. Lee,40154976,COS-0006430 (Costeo)
11906,OS-0009351-4435-21,9351,Finalizado,Estampado,9600.0,1.0,T-SHIRT MANGA CORTA,10600.0,OP-Mr. Lee 0004435,DESIGNS AND PRINTS GAV S.A.S,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-21,Julio Riaño,Mr. Lee,40154963,COS-0006430 (Costeo)
11907,OS-0009350-4435-20,9350,Finalizado,Estampado,9600.0,1.0,T-SHIRT MANGA CORTA,10600.0,OP-Mr. Lee 0004435,DESIGNS AND PRINTS GAV S.A.S,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-20,Julio Riaño,Mr. Lee,40154917,COS-0006430 (Costeo)
11908,OS-0009349-4435-19,9349,Recibido Parcial,Bordado,2600.0,154.0,POLO MANGA CORTA,400400.0,OP-Mr. Lee 0004435,JHON MONROY GIRALDO,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-19,Julio Riaño,Mr. Lee,40154886,COS-0006430 (Costeo)
11909,OS-0009348-4435-18,9348,Finalizado,Confección,7000.0,75.0,DELANTAL TIPO PETO,525000.0,OP-Mr. Lee 0004435,CASAVI,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-18,Julio Riaño,Mr. Lee,40154883,COS-0006430 (Costeo)
11910,OS-0009347-4435-17,9347,Creado,Paquete Completo Sin Marca,47500.0,1.0,Bota Caucho Blanca,47500.0,OP-Mr. Lee 0004435,,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-17,Julio Riaño,Mr. Lee,40154873,COS-0006430 (Costeo)
11911,OS-0009346-4435-16,9346,Creado,Paquete Completo Sin Marca,29000.0,1.0,REATA,29000.0,OP-Mr. Lee 0004435,,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-16,Julio Riaño,Mr. Lee,40154861,COS-0006430 (Costeo)
11912,OS-0009345-4435-15,9345,Creado,Paquete Completo Sin Marca,47500.0,1.0,Zapato Cuero Masculino,47500.0,OP-Mr. Lee 0004435,,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-15,Julio Riaño,Mr. Lee,40154852,COS-0006430 (Costeo)
11913,OS-0009344-4435-14,9344,Creado,Paquete Completo Sin Marca,37500.0,1.0,Zapato Cuero Femenino,37500.0,OP-Mr. Lee 0004435,,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-14,Julio Riaño,Mr. Lee,40154841,COS-0006430 (Costeo)
11914,OS-0009343-4435-13,9343,Finalizado,Confección,6000.0,150.0,PANTALON RESORTADO CABALLERO,900000.0,OP-Mr. Lee 0004435,GUILLERMO CADENA,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-13,Julio Riaño,Mr. Lee,40154563,COS-0006430 (Costeo)
11915,OS-0009342-4435-12,9342,Finalizado,Confección,15000.0,12.0,OVEROL ENTERIZO,180000.0,OP-Mr. Lee 0004435,GUILLERMO CADENA,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-12,Julio Riaño,Mr. Lee,40154557,COS-0006430 (Costeo)
11916,OS-0009341-4435-11,9341,En Proceso,Paquete Completo Sin Marca,5500.0,80.0,Gorra Curva,440000.0,OP-Mr. Lee 0004435,DAVID EDUARDO VERA,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-11,Julio Riaño,Mr. Lee,40154550,COS-0006430 (Costeo)
11917,OS-0009340-4435-10,9340,Finalizado,Confección,6000.0,50.0,DELANTAL TIPO PETO,300000.0,OP-Mr. Lee 0004435,CASAVI,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-10,Julio Riaño,Mr. Lee,40154545,COS-0006430 (Costeo)
11918,OS-0009339-4435-9,9339,Finalizado,Bordado,5000.0,96.0,BATA CHEF,480000.0,OP-Mr. Lee 0004435,NOHEMI TINJACA REYES,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-9,Julio Riaño,Mr. Lee,40154533,COS-0006430 (Costeo)
11919,OS-0009338-4435-8,9338,Finalizado,Confección,12000.0,12.0,CHAQUETA MICHELIN,144000.0,OP-Mr. Lee 0004435,GLORIA LOZANO,,11/03/2023,12/03/2023,Captura de Pantalla 2023-02-28 a la(s) 9.49.10 p. m..png,4435-8,Julio Riaño,Mr. Lee,40154527,COS-0006430 (Costeo)
